Año,Mes,Tipo de servicio,LAT,LNG,Situacion,Reporte
2021,junio,Zoonosis,-36.943,-60.159,Animales domésticos,Denunciar mordeduras
2021,junio,Control ambiental,-36.887,-60.339,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,junio,Higiene y control urbano,-36.919,-60.322,Recolección de residuos domiciliarios,No hay recolección
2021,junio,Control ambiental,-36.887,-60.331,Ruidos molestos,En domicilio particular
2021,junio,Higiene y control urbano,-36.896,-60.317,Barrido domiciliario,No hay barrido
2021,junio,Vialidad,-36.890,-60.338,Señalización vial,Solicitar nueva
2021,junio,Higiene y control urbano,-36.894,-60.346,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,junio,Higiene y control urbano,-36.872,-60.323,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,junio,Zoonosis,-36.880,-60.305,Animales domésticos,Denunciar mordeduras
2021,junio,Zoonosis,-36.894,-60.324,Control de plagas / fumigación,Roedores
2021,junio,Zoonosis,-36.937,-60.156,Animales domésticos,Denunciar mordeduras
2021,junio,Vialidad,-36.922,-60.297,Reductor de velocidad,Solicitar nuevo
2021,junio,Obras públicas,-36.922,-60.297,Hidráulica,Limpieza de zanjas o canales
2021,junio,Transporte público,-36.890,-60.321,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de recorrido habitual
2021,junio,"Parques, plazas y espacios públicos",-36.874,-60.323,Mobiliario,Daños en juego
2021,junio,Zoonosis,-36.918,-60.326,Control de plagas / fumigación,Roedores
2021,junio,Higiene y control urbano,-36.918,-60.326,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,junio,"Parques, plazas y espacios públicos",-36.918,-60.326,Mobiliario,Daños en juego
2021,junio,Control ambiental,-36.891,-60.333,Ruidos molestos,En domicilio particular
2021,junio,Control ambiental,-36.894,-60.315,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,junio,Obras públicas,-36.880,-60.331,Iluminación,Lámpara sin funcionamiento o deficiente
2021,junio,Atención del personal municipal,-36.893,-60.323,Otros,Otra situación no contemplada
2021,junio,Higiene y control urbano,-36.891,-60.322,Recolección de residuos domiciliarios,Recolección deficiente
2021,junio,Zoonosis,-36.881,-60.338,Animales domésticos,Sueltos en la via pública
2021,junio,Obras públicas,-36.876,-60.323,Calles urbanas,Calzada asfáltica con baches
2021,junio,Higiene y control urbano,-36.922,-60.299,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,junio,Higiene y control urbano,-36.891,-60.324,Recolección de residuos domiciliarios,No hay recolección
2021,junio,Higiene y control urbano,-36.873,-60.314,Recolección de residuos domiciliarios,No hay recolección
2021,junio,Higiene y control urbano,-36.885,-60.318,En estado o inclinación peligrosa,Postes (coopelectric)
2021,junio,"Parques, plazas y espacios públicos",-36.885,-60.318,Mobiliario,Pedido de cesto de basura
2021,junio,Zoonosis,-36.890,-60.297,Animales domésticos,Sueltos en la via pública
2021,junio,Higiene y control urbano,-36.917,-60.332,Malezas o basura acumulada,En espacio público (veredas)
2021,junio,Obras públicas,-36.893,-60.307,Iluminación,Lámpara sin funcionamiento o deficiente
2021,junio,Cementerios,-36.850,-60.339,Otros,Otra situación no contemplada
2021,junio,Zoonosis,-36.886,-60.296,Animales domésticos,Sueltos en la via pública
2021,junio,Zoonosis,-36.902,-60.296,Animales domésticos,Sueltos en la via pública
2021,junio,Obras públicas,-36.887,-60.342,Calles urbanas,Cordón cuneta dañado
2021,junio,Obras públicas,-36.889,-60.331,Agua,Rotura de caño
2021,junio,Hospitales y centros periféricos de salud,-36.883,-60.339,Otros,Otra situación no contemplada
2021,junio,Transporte público,-36.902,-60.321,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de recorrido habitual
2021,junio,Higiene y control urbano,-36.882,-60.332,Barrido domiciliario,No hay barrido
2021,junio,Obras públicas,-36.892,-60.314,Calles urbanas,Cordón cuneta dañado
2021,junio,Higiene y control urbano,-36.917,-60.323,En estado o inclinación peligrosa,Postes (coopelectric)
2021,junio,Zoonosis,-36.872,-60.338,Control de plagas / fumigación,Roedores
2021,junio,Higiene y control urbano,-36.908,-60.311,Malezas o basura acumulada,En espacio público (veredas)
2021,junio,Vialidad,-36.926,-60.297,Reductor de velocidad,Solicitar nuevo
2021,junio,Obras públicas,-36.885,-60.322,Calles urbanas,Daños a privados por obra pública
2021,junio,Higiene y control urbano,-36.885,-60.302,Recolección de residuos domiciliarios,No hay recolección
2021,junio,Obras públicas,-36.885,-60.322,Calles urbanas,Calzada asfáltica con baches
2021,junio,Vialidad,-36.876,-60.330,Nomenclador de calles,Solicitar nuevo o reposición
2021,junio,Vialidad,-36.925,-60.299,Nomenclador de calles,Solicitar nuevo o reposición
2021,junio,Obras particulares,-36.894,-60.304,Obra en construcción,Molestias ocasionadas a vecinos
2021,junio,Higiene y control urbano,-36.921,-60.320,Barrido domiciliario,No hay barrido
2021,junio,Otros servicios no contemplados,-36.919,-60.322,Otros,Otra situación no contemplada
2021,junio,Zoonosis,-36.890,-60.308,Control de plagas / fumigación,Roedores
2021,junio,Vialidad,-36.895,-60.303,Sugerencias,Sugerencia o propuesta
2021,junio,Vialidad,-36.895,-60.303,Reductor de velocidad,Dañado
2021,junio,Obras particulares,-36.902,-60.305,Obra en construcción,Inseguridad física
2021,junio,Higiene y control urbano,-36.905,-60.320,Barrido domiciliario,No hay barrido
2021,junio,Control ambiental,-36.893,-60.315,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,junio,Obras públicas,-36.893,-60.339,Electricidad,Pedido de ampliación de red
2021,junio,Zoonosis,-36.882,-60.339,Animales domésticos,Sueltos en la via pública
2021,junio,Control ambiental,-36.887,-60.342,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,junio,"Parques, plazas y espacios públicos",-36.877,-60.311,Mobiliario,Luminaria sin funcionamiento
2021,junio,Estacionamiento medido,-36.889,-60.320,Otros,Emisión erronea
2021,junio,Higiene y control urbano,-36.885,-60.324,En estado o inclinación peligrosa,Cerco perimetral (obras)
2021,junio,Vialidad,-36.905,-60.320,Reductor de velocidad,Solicitar nuevo
2021,julio,Vialidad,-36.890,-60.346,Reductor de velocidad,Dañado
2021,julio,Zoonosis,-36.866,-60.167,Animales domésticos,Sueltos en la via pública
2021,julio,Obras públicas,-36.886,-60.299,Calles urbanas,Calzada asfáltica con baches
2021,julio,Zoonosis,-36.943,-60.158,Animales domésticos,Sueltos en la via pública
2021,julio,Higiene y control urbano,-36.897,-60.342,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Obras públicas,-36.897,-60.318,Agua,Rotura de caño
2021,julio,Higiene y control urbano,-36.892,-60.315,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Control ambiental,-36.879,-60.324,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,julio,Control ambiental,-36.927,-60.168,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,febrero,"Parques, plazas y espacios públicos",-36.879,-60.318,Veredas y caminos,Limpieza deficiente
2021,julio,Higiene y control urbano,-36.879,-60.318,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Higiene y control urbano,-36.924,-60.318,Barrido domiciliario,No hay barrido
2021,julio,Higiene y control urbano,-36.945,-60.292,Recolección de residuos domiciliarios,No hay recolección
2021,julio,Higiene y control urbano,-36.879,-60.304,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Zoonosis,-36.879,-60.318,Animales domésticos,Denunciar mordeduras
2021,julio,Higiene y control urbano,-36.884,-60.329,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Control ambiental,-36.930,-60.164,Agua,Arrojo indiscriminado a la via pública
2021,julio,Zoonosis,-36.890,-60.300,Animales domésticos,Denunciar mordeduras
2021,julio,"Parques, plazas y espacios públicos",-36.887,-60.305,Mobiliario,Luminaria sin funcionamiento
2021,julio,"Parques, plazas y espacios públicos",-36.925,-60.315,Césped,Con falta de mantenimiento o riego
2021,julio,Zoonosis,-36.904,-60.319,Animales domésticos,Sueltos en la via pública
2021,julio,Otros servicios no contemplados,-36.903,-60.332,Otros,Otra situación no contemplada
2021,julio,Otros servicios no contemplados,-36.898,-60.321,Otros,No tengo claro el servicio destino de mi situación
2021,julio,Transporte público,-36.869,-60.282,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de parada
2021,julio,Zoonosis,-36.920,-60.303,Otros,Otra situación no contemplada
2021,julio,Control ambiental,-36.891,-60.323,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,julio,Control ambiental,-36.907,-60.330,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,julio,Higiene y control urbano,-36.880,-60.172,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Obras públicas,-36.981,-60.285,Cloacas,Rotura de caño
2021,julio,Habilitaciones,-36.936,-60.230,Transporte de sustancias alimenticias,Sin habilitación
2021,julio,Habilitaciones,-36.936,-60.230,Comercios,Falta de habilitación
2021,julio,Higiene y control urbano,-36.893,-60.323,Otros,Otra situación no contemplada
2021,julio,Higiene y control urbano,-36.887,-60.331,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Zoonosis,-36.935,-60.149,Animales domésticos,Sueltos en la via pública
2021,julio,Habilitaciones,-36.920,-60.322,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2021,julio,Higiene y control urbano,-36.884,-60.313,Recolección de residuos no domiciliarios,Recolección de residuos inertes (poda)
2021,julio,Higiene y control urbano,-36.875,-60.320,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,julio,"Parques, plazas y espacios públicos",-36.879,-60.310,Mobiliario,Daños en juego
2021,julio,Zoonosis,-36.907,-60.293,Animales domésticos,Sueltos en la via pública
2021,julio,Obras públicas,-36.855,-60.180,Caminos rurales,Falta mantenimiento de rutina
2021,julio,Árboles en la vía pública,-36.891,-60.338,Arbolado,Pedido de poda en vía pública
2021,julio,Árboles en la vía pública,-36.894,-60.318,Arbolado,Pedido de extracción en via pública
2021,julio,Higiene y control urbano,-36.878,-60.313,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2021,julio,Obras públicas,-36.888,-60.330,Cloacas,Rotura de caño
2021,julio,Higiene y control urbano,-36.890,-60.315,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2021,julio,Obras públicas,-36.883,-60.337,Agua,Rotura de caño
2021,julio,Control ambiental,-36.840,-60.222,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,julio,"Parques, plazas y espacios públicos",-36.879,-60.303,Mobiliario,Daños en juego
2021,julio,"Parques, plazas y espacios públicos",-36.903,-60.316,Mobiliario,Daños en juego
2021,julio,Obras públicas,-36.903,-60.308,Cloacas,Rotura de caño
2021,julio,Vialidad,-36.892,-60.343,Reductor de velocidad,Dañado
2021,julio,Obras públicas,-36.892,-60.343,Calles urbanas,Calzada asfáltica con baches
2021,julio,Zoonosis,-36.878,-60.337,Animales domésticos,Sueltos en la via pública
2021,julio,Obras públicas,-36.901,-60.306,Hidráulica,Limpieza de boca de tormenta
2021,julio,Obras públicas,-36.914,-60.331,Agua,Rotura de caño
2021,enero,Obras públicas,-36.920,-60.294,Calles urbanas,Pedido de pavimentación de calzada
2021,julio,Obras públicas,-36.893,-60.323,Agua,Pedido de ampliación de red
2021,enero,Obras públicas,-36.893,-60.323,Sugerencias,Sugerencia o propuesta
2021,julio,Control ambiental,-36.913,-60.318,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,julio,Higiene y control urbano,-36.886,-60.296,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Vialidad,-36.914,-60.319,Reductor de velocidad,Solicitar nuevo
2021,julio,Habilitaciones,-36.894,-60.324,Calidad de alimentos,Corte de cadena de frío
2021,julio,Habilitaciones,-36.894,-60.324,Comercios,Higiene y limpieza comercial
2021,julio,"Parques, plazas y espacios públicos",-36.906,-60.330,Mobiliario,Luminaria sin funcionamiento
2021,julio,Obras públicas,-36.906,-60.330,Iluminación,Lámpara sin funcionamiento o deficiente
2021,julio,Estacionamiento medido,-36.891,-60.322,Otros,Emisión erronea
2021,julio,Tránsito,-36.893,-60.321,Otros,Otra situación no contemplada
2021,julio,Habilitaciones,-36.894,-60.324,Comercios,Falta de habilitación
2021,julio,Control ambiental,-36.904,-60.304,Ruidos molestos,"En industria, taller o comercio"
2021,julio,"Parques, plazas y espacios públicos",-36.911,-60.327,Otros,Otra situación no contemplada
2021,julio,Zoonosis,-36.886,-60.307,Animales domésticos,Crianza inadecuada
2021,julio,Obras públicas,-36.895,-60.339,Calles urbanas,Calzada asfáltica con baches
2021,julio,Árboles en la vía pública,-36.895,-60.340,Arbolado,Pedido de extracción en via pública
2021,julio,Obras públicas,-36.880,-60.325,Calles urbanas,Reclamo por obra sin terminar
2021,julio,Higiene y control urbano,-36.878,-60.321,Malezas o basura acumulada,En espacio público (veredas)
2021,julio,Higiene y control urbano,-36.920,-60.310,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2021,julio,Zoonosis,-36.896,-60.304,Animales domésticos,Denunciar mordeduras
2021,agosto,Control ambiental,-36.913,-60.318,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Obras públicas,-36.906,-60.314,Cloacas,Rotura de caño
2021,agosto,Obras particulares,-36.894,-60.304,Otros,Otra situación no contemplada
2021,enero,Obras públicas,-36.899,-60.305,Cloacas,Pedido de ampliación de red
2021,agosto,Higiene y control urbano,-36.888,-60.317,En estado o inclinación peligrosa,Postes (telefonica)
2021,agosto,Higiene y control urbano,-36.875,-60.323,En estado o inclinación peligrosa,Postes (telefonica)
2021,agosto,Higiene y control urbano,-36.895,-60.306,Otros,Derrames en vía pública
2021,agosto,Zoonosis,-36.919,-60.326,Animales domésticos,Sueltos en la via pública
2021,agosto,Higiene y control urbano,-36.935,-60.281,Recolección de residuos domiciliarios,No hay recolección
2021,agosto,Higiene y control urbano,-36.909,-60.315,Recolección de residuos no domiciliarios,Recolección de residuos inertes (poda)
2021,agosto,Higiene y control urbano,-36.928,-60.323,Recolección de residuos no domiciliarios,Basural a cielo abierto
2021,agosto,Habilitaciones,-36.893,-60.342,Calidad de alimentos,Venta de alimentos con fecha caducada
2021,agosto,Obras públicas,-36.892,-60.303,Cloacas,Denuncia por condiciones de obra
2021,agosto,Habilitaciones,-36.895,-60.322,Comercios,Falta de habilitación
2021,agosto,Higiene y control urbano,-36.893,-60.295,Recolección de residuos domiciliarios,Recolectores ensucian la vía pública
2021,agosto,Higiene y control urbano,-36.896,-60.350,Recolección de residuos domiciliarios,No hay recolección
2021,agosto,Delegaciones,-36.876,-60.180,Otros,Otra situación no contemplada
2021,agosto,Control ambiental,-36.887,-60.311,Ruidos molestos,"En industria, taller o comercio"
2021,agosto,Zoonosis,-36.879,-60.327,Control de plagas / fumigación,Roedores
2021,febrero,Zoonosis,-36.875,-60.324,Animales no domésticos,Sueltos en la via pública
2021,agosto,Obras públicas,-36.878,-60.328,Calles urbanas,Calzada asfáltica con baches
2021,agosto,Obras públicas,-36.920,-60.294,Calles urbanas,Sin especificar
2021,agosto,Árboles en la vía pública,-36.904,-60.313,Arbolado,Pedido de poda en vía pública
2021,agosto,Control ambiental,-36.895,-60.339,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Zoonosis,-36.909,-60.331,Animales domésticos,Sueltos en la via pública
2021,agosto,Higiene y control urbano,-36.875,-60.335,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,agosto,Higiene y control urbano,-36.918,-60.333,Recolección de residuos no domiciliarios,Basural a cielo abierto
2021,enero,Obras públicas,-36.896,-60.350,Otros,Otra situación no contemplada
2021,agosto,Zoonosis,-36.876,-60.313,Control de plagas / fumigación,Tucura y cotorras
2021,agosto,Higiene y control urbano,-36.921,-60.320,Recolección de residuos domiciliarios,No hay recolección
2021,agosto,Zoonosis,-36.876,-60.313,Control de plagas / fumigación,Mosquitos (dengue)
2021,agosto,Zoonosis,-36.904,-60.305,Animales domésticos,Sueltos en la via pública
2021,agosto,Zoonosis,-36.927,-60.294,Animales domésticos,Sueltos en la via pública
2021,agosto,Control ambiental,-36.927,-60.167,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Tránsito,-36.913,-60.314,Estacionamiento,Vehículos abandonados
2021,agosto,Obras públicas,-36.917,-60.332,Calles urbanas,Sin especificar
2021,agosto,Higiene y control urbano,-36.917,-60.332,Recolección de residuos no domiciliarios,Basural a cielo abierto
2021,agosto,Higiene y control urbano,-36.894,-60.309,Malezas o basura acumulada,En espacio público (veredas)
2021,agosto,Tránsito,-36.876,-60.312,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,agosto,Higiene y control urbano,-36.905,-60.299,Malezas o basura acumulada,En espacio público
2021,agosto,Zoonosis,-36.910,-60.323,Animales domésticos,Crianza inadecuada
2021,agosto,Higiene y control urbano,-36.890,-60.323,Recolección de residuos domiciliarios,Recolectores ensucian la vía pública
2021,agosto,Obras públicas,-36.918,-60.313,Calles urbanas,Calzada de tierra con baches
2021,agosto,"Parques, plazas y espacios públicos",-36.900,-60.298,Plantas,Pedido de poda
2021,agosto,"Parques, plazas y espacios públicos",-36.888,-60.320,Otros,Otra situación no contemplada
2021,agosto,Árboles en la vía pública,-36.874,-60.332,En estado o inclinación peligrosa ,Árboles
2021,agosto,Zoonosis,-36.900,-60.298,Animales domésticos,Sueltos en la via pública
2021,agosto,Tránsito,-36.886,-60.324,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,agosto,Vialidad,-36.883,-60.299,Otros,Otra situación no contemplada
2021,agosto,Vialidad,-36.894,-60.299,Reductor de velocidad,Solicitar nuevo
2021,agosto,Obras públicas,-36.889,-60.311,Calles urbanas,Calzada asfáltica con baches
2021,agosto,Zoonosis,-36.899,-60.298,Control de plagas / fumigación,Roedores
2021,agosto,Tránsito,-36.893,-60.323,Otros,Otra situación no contemplada
2021,agosto,"Parques, plazas y espacios públicos",-36.901,-60.349,Mobiliario,Luminaria sin funcionamiento
2021,agosto,Obras públicas,-36.902,-60.307,Calles urbanas,Calzada asfáltica con baches
2021,agosto,Zoonosis,-36.883,-60.310,Animales domésticos,Sueltos en la via pública
2021,agosto,Obras públicas,-36.910,-60.323,Cloacas,Daños a privados por obra pública
2021,agosto,Obras públicas,-36.894,-60.339,Cloacas,Rotura de caño
2021,agosto,Obras públicas,-36.886,-60.326,Agua,Rotura de caño
2021,agosto,Vialidad,-36.915,-60.319,Reductor de velocidad,Solicitar nuevo
2021,agosto,Higiene y control urbano,-36.886,-60.296,Malezas o basura acumulada,En espacio público (veredas)
2021,agosto,"Parques, plazas y espacios públicos",-36.901,-60.349,Césped,Con falta de mantenimiento o riego
2021,agosto,Higiene y control urbano,-36.874,-60.325,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,agosto,Control ambiental,-36.890,-60.307,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Higiene y control urbano,-36.890,-60.307,Barrido domiciliario,No hay barrido
2021,agosto,Higiene y control urbano,-36.910,-60.292,Malezas o basura acumulada,En espacio público (veredas)
2021,agosto,Tránsito,-36.978,-60.281,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,agosto,Obras particulares,-36.907,-60.326,Obra en construcción,Molestias ocasionadas a vecinos
2021,agosto,Árboles en la vía pública,-36.904,-60.330,Arbolado,Pedido de extracción en via pública
2021,agosto,Obras públicas,-36.893,-60.288,Hidráulica,Limpieza de zanjas o canales
2021,agosto,"Parques, plazas y espacios públicos",-36.887,-60.297,Plantas,Pedido de poda
2021,agosto,Vialidad,-36.869,-60.324,Otros,Otra situación no contemplada
2021,enero,Obras públicas,-36.882,-60.342,Hidráulica,Pedido de obra
2021,agosto,Vialidad,-36.916,-60.322,Nomenclador de calles,Dañado
2021,agosto,Zoonosis,-36.895,-60.304,Control de plagas / fumigación,Roedores
2021,agosto,Tránsito,-36.895,-60.344,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,agosto,Control ambiental,-36.887,-60.342,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Control ambiental,-36.888,-60.326,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,agosto,Zoonosis,-36.891,-60.329,Animales domésticos,Sueltos en la via pública
2021,agosto,Higiene y control urbano,-36.896,-60.325,Recolección de residuos domiciliarios,No hay recolección
2021,agosto,Obras públicas,-36.887,-60.326,Agua,Rotura de caño
2021,agosto,Obras públicas,-36.878,-60.329,Calles urbanas,Calzada asfáltica con baches
2021,agosto,Higiene y control urbano,-36.881,-60.314,Recolección de residuos no domiciliarios,Recolección de residuos inertes (poda)
2021,agosto,Zoonosis,-36.881,-60.331,Control de plagas / fumigación,Roedores
2021,agosto,Obras públicas,-36.889,-60.320,Calles urbanas,Calzada asfáltica con baches
2021,agosto,Habilitaciones,-36.915,-60.289,Comercios,Falta de habilitación
2021,agosto,Control ambiental,-36.924,-60.297,Ruidos molestos,En domicilio particular
2021,agosto,Zoonosis,-36.900,-60.298,Animales domésticos,Sueltos en la via pública
2021,agosto,Higiene y control urbano,-36.918,-60.302,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2021,agosto,Vialidad,-36.930,-60.168,Reductor de velocidad,Solicitar nuevo
2021,agosto,Vialidad,-36.898,-60.358,Reductor de velocidad,Solicitar nuevo
2021,agosto,Habilitaciones,-36.889,-60.342,Comercios,Falta de habilitación
2021,agosto,Higiene y control urbano,-36.895,-60.304,Otros,Otra situación no contemplada
2021,agosto,Árboles en la vía pública,-36.892,-60.317,Arbolado,Pedido de poda en vía pública
2021,agosto,Zoonosis,-36.877,-60.339,Animales domésticos,Sueltos en la via pública
2021,agosto,Habilitaciones,-36.880,-60.303,Comercios,Falta de habilitación
2021,agosto,Zoonosis,-36.905,-60.328,Control de plagas / fumigación,Roedores
2021,agosto,Tránsito,-36.905,-60.304,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,agosto,Transporte público,-36.918,-60.301,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,agosto,Vialidad,-36.917,-60.294,Reductor de velocidad,Solicitar nuevo
2021,septiembre,Higiene y control urbano,-36.933,-60.160,En estado o inclinación peligrosa,Postes (telefonica)
2021,septiembre,Obras públicas,-36.879,-60.323,Calles urbanas,Reclamo por obra sin terminar
2021,septiembre,Obras públicas,-36.867,-60.323,Otros,Otra situación no contemplada
2021,septiembre,Higiene y control urbano,-36.925,-60.297,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,septiembre,Obras públicas,-36.879,-60.307,Cloacas,Pedido de ampliación de red
2021,septiembre,Obras públicas,-36.907,-60.330,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,septiembre,Obras públicas,-36.865,-60.282,Calles urbanas,Pedido de apertura de calzada de tierra
2021,septiembre,Transporte público,-36.922,-60.316,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,septiembre,Zoonosis,-36.914,-60.315,Animales domésticos,Sueltos en la via pública
2021,septiembre,Higiene y control urbano,-36.915,-60.320,Malezas o basura acumulada,En espacio privado (casa abandonada)
2021,septiembre,Higiene y control urbano,-36.875,-60.290,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Obras públicas,-36.886,-60.317,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,septiembre,Obras públicas,-36.886,-60.317,Cloacas,Rotura de caño
2021,septiembre,Obras públicas,-36.917,-60.332,Calles urbanas,Sin especificar
2021,septiembre,Higiene y control urbano,-36.877,-60.302,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Transporte público,-36.893,-60.319,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,septiembre,Tránsito,-36.894,-60.296,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,septiembre,Hospitales y centros periféricos de salud,-36.884,-60.312,Otros,Otra situación no contemplada
2021,septiembre,Transporte público,-36.895,-60.313,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,septiembre,Higiene y control urbano,-36.873,-60.327,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,septiembre,Obras públicas,-36.901,-60.349,Iluminación,Lámpara sin funcionamiento o deficiente
2021,septiembre,Atención del personal municipal,-36.902,-60.296,Otros,Otra situación no contemplada
2021,septiembre,Transporte público,-36.871,-60.323,Transporte de pasajeros (remises/combis/colectivos),Exceso de pasajeros
2021,septiembre,Obras públicas,-36.895,-60.339,Agua,Rotura de caño
2021,septiembre,Higiene y control urbano,-36.887,-60.325,Recolección de residuos domiciliarios,Recolectores ensucian la vía pública
2021,septiembre,Tránsito,-36.887,-60.312,Circulación de vehículos,Tránsito
2021,septiembre,Obras públicas,-36.885,-60.295,Calles urbanas,Calzada asfáltica con baches
2021,septiembre,Higiene y control urbano,-36.887,-60.335,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Zoonosis,-36.894,-60.325,Animales domésticos,Sueltos en la via pública
2021,septiembre,Transporte público,-36.874,-60.315,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,septiembre,Control ambiental,-36.900,-60.302,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,septiembre,Higiene y control urbano,-36.877,-60.302,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Obras públicas,-36.883,-60.339,Otros,Otra situación no contemplada
2021,septiembre,Zoonosis,-36.922,-60.321,Control de plagas / fumigación,Roedores
2021,septiembre,Obras públicas,-36.880,-60.327,Calles urbanas,Calzada asfáltica con baches
2021,septiembre,Vialidad,-36.910,-60.309,Nomenclador de calles,Solicitar nuevo o reposición
2021,septiembre,Zoonosis,-36.888,-60.342,Control de plagas / fumigación,Roedores
2021,septiembre,Zoonosis,-36.894,-60.300,Animales domésticos,Sueltos en la via pública
2021,septiembre,Obras públicas,-36.892,-60.319,Agua,Rotura de caño
2021,septiembre,Higiene y control urbano,-36.885,-60.311,Malezas o basura acumulada,En espacio público (veredas)
2021,septiembre,Higiene y control urbano,-36.903,-60.300,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,septiembre,Zoonosis,-36.899,-60.296,Animales domésticos,Sueltos en la via pública
2021,septiembre,Obras públicas,-36.887,-60.303,Iluminación,Lámpara sin funcionamiento o deficiente
2021,septiembre,Habilitaciones,-36.936,-60.152,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2021,septiembre,Higiene y control urbano,-36.846,-60.279,Recolección de residuos no domiciliarios,Recolección de residuos inertes (poda)
2021,septiembre,Obras públicas,-36.867,-60.308,Calles urbanas,Calzada de tierra con baches
2021,septiembre,Obras públicas,-36.877,-60.312,Iluminación,Lámpara sin funcionamiento o deficiente
2021,septiembre,Higiene y control urbano,-36.868,-60.167,Malezas o basura acumulada,En espacio público (veredas)
2021,septiembre,Habilitaciones,-36.891,-60.308,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2021,septiembre,Zoonosis,-36.884,-60.340,Control de plagas / fumigación,Roedores
2021,septiembre,Higiene y control urbano,-36.885,-60.334,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Higiene y control urbano,-36.876,-60.324,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Obras públicas,-36.887,-60.328,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,septiembre,Higiene y control urbano,-36.921,-60.320,Barrido domiciliario,No hay barrido
2021,septiembre,Higiene y control urbano,-36.873,-60.333,Recolección de residuos domiciliarios,No hay recolección
2021,septiembre,Higiene y control urbano,-36.884,-60.329,Malezas o basura acumulada,En espacio público (veredas)
2021,septiembre,Habilitaciones,-36.936,-60.155,Comercios,Higiene y limpieza comercial
2021,septiembre,Zoonosis,-36.891,-60.300,Animales domésticos,Sueltos en la via pública
